"Author","BHL CreatorID","VIAF ID","Associated Title","DOI"
"Piera y Siles, Bartolom,","34486","","Descripcion histórica de una nueva especie de corea, ó baile de San Vito : originada de la picadura de un insecto, que por los fenómenos seguidos á ella se ha creido ser la tarántula ... / por el Doctor Don Bartolomé Piñera y Siles.","10.5962/bhl.title.46160"
"Ognev, S. I.","34575","84824072","Mammals of Eastern Europe and Northern Asia.  ","10.5962/bhl.title.46316"
"Bose, Jagadis Chandra,","4211","30320858","The physiology of photosynthesis,  by Sir Jagadis Chunder Bose; with sixty illustrations.","10.5962/bhl.title.4668"
"Reichenbach, H. G. Ludwig","364","3198169","Iconographia botanica exotica, sive Hortus botanicus ...  ","10.5962/bhl.title.46725"
"Semper, C.","9819","29594521","Landmollusken /  C. Semper.","10.5962/bhl.title.46996"
"Fries, Elias Magnus,","4771","66568799","Eliae Fries Summa vegetabilium Scandinaviae, seu Enumeratio systematica et critica plantarum quum cotyledonearum, tum nemearum inter Mare Occidentale et Album, inter Eidoram et Nordkap, hactenus lectarum, indicata simul distributione geographica ... Accedunt expositio systematis plantarrum morphologici, comparatio vegetationis adjacentium regionum, definitiones specierum in Kochii Synopsi florae germanicae et nemearum monographiis haud obviarum L. aliter expositarum. ","10.5962/bhl.title.47008"
"Krauss, Wolfgang,","35522","","Interaction between surface and internal waves in shallow water  [by] W. Krauss..","10.5962/bhl.title.47680"
"Loeb, Leo,","4403","42621111","The biological basis of individuality,  by Leo Loeb.","10.5962/bhl.title.4835"
"Schreuder, Pieter Juriaan van der Heyde,","35959","","The Cape horse : its origin, breeding and development in the union of South Africa / by Pieter Juriaan van der Heyde Schreuder.","10.5962/bhl.title.48666"
"Shaw, Thomas,","12831","","Weeds and how to eradicate them, ","10.5962/bhl.title.48725"
"Schellenberg, Johann Rudolf,","8884","24870562","Genres des mouches diptères représentés en XLII. planches projettées et dessinées","10.5962/bhl.title.48777"
"Harry, William Cleaver,","36111","119335011","The manual of floral designing, ","10.5962/bhl.title.48921"
"Berkenhout, John,","36160","39601554","Clavis Anglíca linguæ botanicæ : or, a Botanical Lexicon in which the terms of botany, particularly those occurring in the works of Linnaeus, and other writers, areapplied, derived, explained, contrasted, and exemplified","10.5962/bhl.title.48979"
"Cobb, John N.","21850","107536433","Pacific salmon fisheries. ","10.5962/bhl.title.49660"
"Prime, William Cowper,","25044","34816237","I go a-fishing, ","10.5962/bhl.title.49816"
"Lyell, Charles.","36886","68999334","Supplement to the fifth edition of A manual of elementary geology.","10.5962/bhl.title.50022"
"Günther, Albert C. L. G. (Albert Carl Ludwig Gotthilf)","7183","5048452","The reptiles of British India / by Albert C. L. G. G⏟_nther.","10.5962/bhl.title.5012"
"Cocteau, J. T.","4557","68919395","Études sur les Scincoïdes / par J.T. Cocteau.","10.5962/bhl.title.5013"
"Poppius, Alfred.","37085","19830010","Finlands dendrometridae /","10.5962/bhl.title.50301"
"Ross, Herbert Holdsworth,","4088","71465769","A generic classification of the Nearctic sawflies (Hymenoptera, Symphyta)","10.5962/bhl.title.50339"
"Spooner, Charles Stockman,","37116","290619890","The phylogeny of the Hemiptera based on a study of the head capsule. ","10.5962/bhl.title.50343"
"Heude, Pierre Marie,","13343","230128237","Notes sur les mollusques terrestres de la Valle⏟e du Fleuve Bleu. ","10.5962/bhl.title.50365"
"Pampanini, R.","9178","89343886","Astragalus alopecuroides Linneo : (em. Pampanini) /","10.5962/bhl.title.50456"
"Le Moine, J. M.","12038","25463834","Les p_cheries du Canada / ","10.5962/bhl.title.50601"
"Springer, John S","18382","73456880","Forest life and forest trees comprising winter camp-life among the loggers, and wild-wood adventure : with descriptions of lumbering operations on the various rivers of Maine and New Brunswick /","10.5962/bhl.title.50842"
"Laurenti, Joseph Nicolas,","38332","100199803","Josephi Nicolai Laurenti ... Specimen medicum : exhibens synopsin reptilium emendatam cum experimentis circa venena et antidota reptilium austriacorum.","10.5962/bhl.title.5108"
"Robin, Ch.","31330","27179053","Du microscope et des injections : dans leurs applications à l'anatomie et à la pathologie, suivi d'une classification des sciences fondamentales, de celle de la biologie et de l'anatomie en particulier /","10.5962/bhl.title.51243"
"Buffon, Georges Louis Leclerc,","2134","36915547","Histoire naturelle, générale et particulière contenant les époques de la nature","10.5962/bhl.title.51306"
"Davis, D. Dwight","2710","75895079","The giant panda : a morphological study of evolutionary mechanisms / D. Dwight Davis.","10.5962/bhl.title.5133"
"Macquart, J,","11618","66615504","Diptères exotiques nouveaux ou peu connus, par J. Macquart ...","10.5962/bhl.title.15792"
"Quatrefages, A. de","6974","100206979","Rsum des observations faites en 1844 sur les gastropodes phlbentrs / ","10.5962/bhl.title.51508"
"Jenner, Thomas,","38068","","London's blame, if not its shame manifested by the great neglect of the fishery, which affordeth to our neighbor nation yeerly, the revenue of many millions ... or the inestimable riches of the British seas, which do yield a monthly harvest of several fish in their season ... dedicated by Thomas Jenner to the corporation of the poor, in the city of London ..","10.5962/bhl.title.51790"
"Ettingshausen, Constantin,","6580","42592854","Physiographie der Medicinal-Pflanzen : nebst einem Clavis zur Bestimmung der Pflanzen mit besonderer Berücksichtigung der Nervation der Blätter /","10.5962/bhl.title.51847"
"Sultzer, Charles.","38188","193964695","Beschreibung eines neu-entdeckten Eingeweide-Wurms im menschlichen Körper /","10.5962/bhl.title.51938"
"Darwin, Charles,","93","27063124","Journal of researches into the natural history and geology of the countries visited during the voyage round the world of H.M.S. 'Beagle,' under the command of Captain Fitz Roy /","10.5962/bhl.title.52034"
"McNair, James Birtley,","3349","37276369","Spices and condiments /  by James B. McNair, Asst. Curator of Economic Botany.","10.5962/bhl.title.5204"
"Peterson, Randolph L.","38303","93589509","A new bat of the genus Vampyressa from Guyana, South America : with a brief systematic review of the genus /","10.5962/bhl.title.52062"
"Lange, Dan. de","38552","119790601","Studien zur Entwicklungsgeschichte des japanischen Riesensalamanders (Megalobatrachus maximus Schlegel). ","10.5962/bhl.title.52375"
"Hussakof, Louis,","4727","166291094","A new pycnodont fish from the Cretaceous of Arkansas /  Louis Hussakof --","10.5962/bhl.title.5267"
"Pulst, Carl Wilhelm,","4775","309600076","Die Widerstandsfähigkeit einiger Schimmelpilze gegen Metallgifte.","10.5962/bhl.title.5387"
"McFadyean, John,","39796","92838917","The anatomy of the horse, a dissection guide.","10.5962/bhl.title.54049"
"Dean, Ruth,","39824","73120236","The livable house, its garden / ","10.5962/bhl.title.54103"
"Menger, Rudolph,","39927","16969590","Texas nature observations and reminiscences, ","10.5962/bhl.title.54304"
"Fiske, George B.","18504","71015980","Profits in poultry; useful and ornamental breeds and their profitable management.","10.5962/bhl.title.54438"
"Hittell, John S.","19607","45844441","The resources of California: comprising agriculture, mining, geography, climate, commerce, &c., and the past and future development of the State.","10.5962/bhl.title.54529"
"Betts, Annie Dorothy.","40047","","The fungi of the bee-hive. ","10.5962/bhl.title.54538"
"True, Frederick William,","2087","14847901","Remarks on the type of the fossil cetacean Agorophius pygmaeus (Müller), by Frederick W. True. ","10.5962/bhl.title.54598"
"Girdwood, G. P.","40094","104493650","Notes on the habits of coleopterous insects ","10.5962/bhl.title.54640"
"Wing, Henry H.","22329","78712966","Milk and its products : a treatise upon the nature and qualities of dairy milk, and the manufacture of butter and cheese /","10.5962/bhl.title.54675"
"Shamel, Clarence Albert.","24941","","Profitable stock raising; a careful discussion of the problems involved in the development of profitable live stock and the maintenance of soil fertility,","10.5962/bhl.title.54820"
"Clements, Frederic E.","3119","4991863","Research methods in ecology, ","10.5962/bhl.title.54858"
"Cuba.","40239","","The Commission of Plant Sanitation and its work. ","10.5962/bhl.title.54935"
"Washburn, Raymond Secord,","40261","","Renovation of an old apple orchard. ","10.5962/bhl.title.54990"
"Burbank, Luther,","13791","31505698","Twentieth century fruits ... ","10.5962/bhl.title.55402"
"Burns, Franklin Lorenzo,","11141","59037743","The ornithology of Chester County, Pennsylvania, ","10.5962/bhl.title.55555"
"Toogood, William.","40478","33779957","Pastures and pasture plants ... ","10.5962/bhl.title.55561"
"Gray, Asa,","172","7504476","Botany for young people : Part II.  How plants behave ; how they move, climb, employ insects to work for them, & c.","10.5962/bhl.title.55610"
"Edwardes, Tickner,","21310","93813080","The lore of the honey-bee. ","10.5962/bhl.title.55692"
"Hudson, W. H.","6008","7391698","Idle days in Patagonia. ","10.5962/bhl.title.55721"
"Keeler, Harriet L.","4283","18831186","Our native trees and how to identify them; a popular study of their habits and their peculiarities,","10.5962/bhl.title.55797"
"Goodale, Hubert Dana,","7671","12682550","Gonadectomy in relation to the secondary sexual characters of some domestic birds, ","10.5962/bhl.title.55813"
"Hall, Charles Albert,","40292","31583070","Plant-life, with 74 full-page illus., 24 being from photos, by the author and 50 in colour from drawings","10.5962/bhl.title.55951"
"Beal, F. E. L.","39957","61934714","[Collected reprints, 1895-1916. ","10.5962/bhl.title.56236"
"Lloyd, John Uri,","3882","40162048","A treatise on Apis (the bee), Tella Araneae (cobweb), Spongia and Cantharis / ","10.5962/bhl.title.56268"
"Macbride, J. Francis","2388","34851500","Flora of Peru : Sapindageae / by J. Francis Macbride.","10.5962/bhl.title.5634"
"Lucas, Joseph.","20391","","The pleasures of a pigeon-fancier. ","10.5962/bhl.title.56348"
"Denison, Robert H.","4696","91322024","Early devonian vertebrates from the Keoydart formation of Nova Scotia.","10.5962/bhl.title.5648"
"Goto, Seitaro.","40839","114471974","Studies on the ectoparasitic trematodes of Japan. ","10.5962/bhl.title.56506"
"Lam, Herman Johannes,","40844","52085466","The Verbenaceæ of the Malayan archipelago : together with those from the Malayan peninsula, the Philippines, the Bismark-archipelago, and the Palau-, Marianne- and Caroline-islands ... /","10.5962/bhl.title.56520"
"Sparrow, F. K.","5032","109459146","Aquatic Phycomycetes.  ","10.5962/bhl.title.5685"
"Nott, John Fortune.","41018","","Wild animals photographed and described. ","10.5962/bhl.title.56908"
"Watson, Hewett Cottrell,","24089","27127184","Topographical botany: being local and personal records towards shewing the distribution of British plants traced through the 112 counties and vice-counties of England, Wales, and Scotland.","10.5962/bhl.title.56921"
"Chipp, Thomas Ford.","41024","196053037","The forest officers' handbook of the Gold Coast, Ashanti and the Northern Terriotries. ","10.5962/bhl.title.56922"
"Lewis, Harry Reynolds,","15103","55145857106622922544","Poultry laboratory guide; a manual for the study of practical poultry keeping,","10.5962/bhl.title.57059"
"Sanders, Alvin Howard,","15636","104497260","The black swans, and other friends indoors and out, ","10.5962/bhl.title.57149"
"Scott, A. W.","23793","","Mammalia, recent and extinct; an elementary treatise for the use of the public schools of New South Wales.","10.5962/bhl.title.57350"
"Gray, Asa,","172","7504476","Botany for young people and common schools : how plants grow, a simple introduction to structural botany : with a popular flora, or an arrangement and description of common plants both wild and cultivated : illustrated by 500 wood engravings /","10.5962/bhl.title.57479"
"Simmons, Roger Edwin.","41326","118517815","Wood-using industries of Pennsylvania. ","10.5962/bhl.title.57761"
"Ridgway, Robert,","1444","20058990","Outlines of a natural arrangement of the Falconidae. ","10.5962/bhl.title.57800"
"Gosse, Philip Henry,","3531","61855332","Natural history : reptiles / by P.H. Gosse.","10.5962/bhl.title.5785"
"Pimentel, Richard A.","5147","36059932","Natural history.  ","10.5962/bhl.title.5856"
"Kertesz, Kalman.","4659","","Catalogus dipterorum hucusque descriptorum /","10.5962/bhl.title.58595"
"Mahaney, Margaret.","41740","34087432","Margaret Mahaney talks about turkeys, ","10.5962/bhl.title.58695"
"James, Ed.","26383","","The game cock: being a practical treatise on breeding, rearing, training, feeding, trimming, mains, heeling, spurs, etc. ... ","10.5962/bhl.title.58922"
"Robbins, Wilfred William,","15715","27174947","Alien plants growing without cultivation in California / ","10.5962/bhl.title.59123"
"Martin, William Edwin.","42357","34582613","Fertilization of irrigated pasture and forage crops in California / ","10.5962/bhl.title.59188"
"United States.","221239","141932285","Key Largo national marine sanctuary management plan. ","10.5962/bhl.title.59340"
"Canada.","41986","157027145","Le trèfle d'Alsike.","10.5962/bhl.title.59490"
"Giesbrecht, Wilhelm,","1107","240182937","Die Pelagischen Copepoden. ","10.5962/bhl.title.59542"
"Garcia, Roland Albert.","42784","","Numerical simulation of currents in Monterey Bay. ","10.5962/bhl.title.59779"
"Dunham, Edith.","42796","88557560","Fifty flower friends with familiar faces, ","10.5962/bhl.title.59792"
"Rice, Richard Hardwicke.","43006","","The effect of velocity on the cathodic protection of aluminum alloy 5086 in sea water. ","10.5962/bhl.title.60062"
"Strecker, John Kern,","11162","120568507","The birds of Texas; an annotated check-list,","10.5962/bhl.title.60157"
"McDermott, William A.","43176","122138474","Birds and books; ","10.5962/bhl.title.60312"
"Roberts, John S.,","43255","292251239","The life and explorations of David Livingstone, LL.D. / ","10.5962/bhl.title.60429"
"Lizars, John,","23267","28567230","The use and abuse of tobacco. ","10.5962/bhl.title.60486"
"Newhall, Charles S.","20080","68533892","The leaf-collector's hand-book and herbarium an aid in the preservation and in the classification of specimen leaves of the trees of northeastern America /","10.5962/bhl.title.60490"
"Colomb, Herbert Palfrey.","43329","","Recent marine sediments of the Central California contintental shelf between Point Lobos and Point Sur. ","10.5962/bhl.title.60563"
"MacLean, J. P.","11640","20057266","Mastodon, mammoth, and man, ","10.5962/bhl.title.60896"
"Pfaff, Friedrich,","43808","","Das Alter und der Ursprung des Menschengeschlechts / ","10.5962/bhl.title.61126"
"Whiteaves, J. F.","30474","74216030","On the marine mollusca of Eastern Canada ","10.5962/bhl.title.61253"
"Mallgrave, Fred Joseph.","43974","","Resonator measurements of acoustic characteristics of some marine crustaceans : a laboratory experiment.","10.5962/bhl.title.61305"
"Huish, Robert,","44069","7729064","The wonders of the animal kingdom : exhibiting delineations of the most distinguished wild animals in the various menageries of this country /","10.5962/bhl.title.61445"
"Hyman, Libbie Henrietta,","1238","61628052","A laboratory manual for comparative vertebrate anatomy / ","10.5962/bhl.title.61507"
"Lucas, Prosper,","70661","27193398","Traité philosophique et physiologique de l'hérédité naturelle dans les états de santé et de maladie du système nerveux, avec l'application méthodique des lois de la procréation au traitement général des affections dont elle est le principe ...","10.5962/bhl.title.61704"
"Leidy, Joseph,","1271","19738942","Contributions to the extinct vertebrate fauna of the western territories. ","10.5962/bhl.title.61805"
"Chambers, Robert,","73957","61590299","Egg maturation, chromosomes, and spermatogenesis in cyclops ","10.5962/bhl.title.61971"
"Seitz, Adalbert,","8015","18000919","Die Grossschmetterlinge der Erde : eine systematische Bearbeitung der bis jetzt bekannten Grossschmetterlinge /","10.5962/bhl.title.62014"
"Croll, James,","74458","17618894","Discussions on climate and cosmology. ","10.5962/bhl.title.62179"
"Rothrock, Joseph T.,","26804","6328967","Catalogue of plants collected in Nevada, Utah, Colorado, New Mexico, and Arizona, with descriptions of those not contained in Gray's Manual of the Northern U.S., and vol. V, Geological Exploration of the Fortieth Parallel,","10.5962/bhl.title.62350"
"Jesup, Henry G.","43952","317121199","A preliminary catalogue of the flowering plants and higher cryptogams growing without cultivation within thirty miles of Hanover, N.H., to which is appended a list of the vertebrates of the same region / ","10.5962/bhl.title.62363"
"Massachusetts.","77951","133399171","State forests & parks in the Northeastern Connecticut valley region / ","10.5962/bhl.title.62933"
"Melsheimer, Frederick Valentine,","78990","56457162","A catalogue of insects of Pennsylvania / ","10.5962/bhl.title.63142"
"Sowerby, James,","4063","61879779","Coloured figures of English fungi or mushrooms.  ","10.5962/bhl.title.6342"
"Thurston, Arthur S.","81815","","Foliage key to trees and shrubs including those native and introduced species with alternate leaves that are deciduous and simi-evergreen and hardy in New England and New York. ","10.5962/bhl.title.63611"
"Elora Natural History Society.","39037","145345894","Selected papers from proceedings of Elora Natural History Society, 1874-5.  Instituted 1874. ","10.5962/bhl.title.63613"
"Newcomer, E. J.","84927","23661181","Orchard insects of the Pacific Northwest and their control / ","10.5962/bhl.title.64015"
"Kearney, Thomas H.","23913","21147715","Self-fertilization and cross-fertilization in Pima cotton / ","10.5962/bhl.title.64807"
"Gooch, Donald W.","85663","13932887","Packaging and prepackaging of fresh fruits and vegetables, July 1946-December 1947 : a list of references /","10.5962/bhl.title.65024"
"Galloway, B. T.","86181","13930720","How to collect, label, and pack living plant material for long-distance shipment / ","10.5962/bhl.title.65895"
"Prudden, T. M.","5741","4626651","About lobsters.  ","10.5962/bhl.title.6593"
"Hutchison, O. Keith","86324","17003364","Indiana's forest resources and industries / ","10.5962/bhl.title.66230"
"Sclater, Philip Lutley,","11086","44414898","A monograph of the jacamars and puff-birds, or families Galbulidæ and Bucconidæ. ","10.5962/bhl.title.66552"
"Blume, Karl Ludwig,","267","214989443","Bijdragen tot de flora van Nederlandsch Indië / uitgegeven door C.L. Blume.

","10.5962/bhl.title.6656"
"Brill, Francis.","25717","39664618","Cauliflowers and how to grow them. With plain, practical, and explicit directions in minute detail for the cultivation and management of this crop, from the sowing of the seed to the marketing of the product.","10.5962/bhl.title.66908"
"Saussure, Henri de,","1866","72160474","Skolli (Scolidae). ","10.5962/bhl.title.67724"
"United States.","220707","154843903","Raising guinea pigs / ","10.5962/bhl.title.67933"
"Hill, Richard,","12053","","A week at Port-Royal ... ","10.5962/bhl.title.68003"
"Pitt, Frances,","17397","39081837","Woodland creatures; being some wild life studies,","10.5962/bhl.title.68939"
"Smuts, Jan.","89082","59144119","Dissertatio zoologica, enumerationem mammalium capensium continens : tribus tabulis adjunctis /","10.5962/bhl.title.69319"
"Burroughs, John,","6049","102390669","Winter sunshine / ","10.5962/bhl.title.69608"
"Merrill, Amos Newlove.","89286","68774716","The effect of fertility on the transpiration of the oat plant / ","10.5962/bhl.title.69675"
"Derr, H. B.","89393","78407574","Native and introduced grasses and their economic value / ","10.5962/bhl.title.69743"
"Bacon, Francis,","14691","31992319","Essays civil and moral, Advancement of learning, Novum Organum, etc.","10.5962/bhl.title.70394"
"Stunkard, Horace W.","90512","272577727","Descriptions of some new and little known trematodes of turtles / ","10.5962/bhl.title.70650"
"Wyland, Ray Orion.","91277","311118495","Memorial factors in learning among ants / ","10.5962/bhl.title.70877"
"Marx, George","6209","305826721","Catalogue of the described Araneae of temperate North America.  ","10.5962/bhl.title.7136"
"Shwartzman, Gregory,","6256","78510653","Phenomenon of local tissue reactivity and its immunological, pathological and clinical significance,  by Gregory Shwartzman ... foreword by Jules Bordet ... with 67 illustrations and one color plate.","10.5962/bhl.title.7237"
"Hudson, W. H.","6008","7391698","Birds and man,  by W. H. Hudson.","10.5962/bhl.title.7480"
"Davenport, Charles Benedict,","1630","69712241","The fauna and flora about Coldspring Harbor, L.I.  ","10.5962/bhl.title.7627"
"Schulze, Erwin.","6629","291986307","Über die Flora der subhercynischen Kreide / Erwin Schulze.","10.5962/bhl.title.7667"
"Rydberg, Per Axel,","188","17619810","Flora of the Black Hills of South Dakota.  By P.A. Rydberg.","10.5962/bhl.title.7787"
"Mansfield, William.","22696","","Histology of medicinal plants,","10.5962/bhl.title.79128"
"Walpole, Robert,","18200","292267515","Memoirs relating to European and Asiatic Turkey, and other countries of the East;","10.5962/bhl.title.79391"
"Acharius, Erik,","125736","51806870","Lichenographiae svecicae prodromus /","10.5962/bhl.title.79420"
"New York Racing Association.","125770","126679746","Belmont Park, 1905-1968.","10.5962/bhl.title.79440"
"Cragin, Francis Whittemore,","125903","72911260","Observations on llama remains from Colorado and Kansas.","10.5962/bhl.title.79643"
"Funkhouser, William Delbert,","6854","14411767","Biology of the Membracidae of the Cayuga Lake basin ...  by William Delbert Funkhouser ...","10.5962/bhl.title.7981"
"United States.","221062","145749908","Question box : answers from home economists and others in the U.S. Department of Agriculture.","10.5962/bhl.title.80096"
"Jackson, Willard L.","126329","","A trial of direct control of pine engraver beetles on a small logging unit /","10.5962/bhl.title.80519"
"Rondani, Camillo,","7053","22534034","Dipterologiae Italicae /  prodromus A. Camillo Rondani.","10.5962/bhl.title.8160"
"American Society for Microbiology.","6294","128399176","Manual of methods for pure culture study of bacteria /  edited by the Committee on Bacteriological Technic of the Society of American Bacteriologists.","10.5962/bhl.title.8215"
"Harris, Henry E.","7248","","Essays and photographs. Some birds of the Canary Islands and South Africa. By Henry E. Harris.  92 illustrations.","10.5962/bhl.title.8401"
"Reisz, Robert.","7278","61638659","A diapsid reptile from the Pennsylvanian of Kansas /  by Robert R. Reisz.","10.5962/bhl.title.8440"
"Snellen van Vollenhoven, Samuel Constant,","7340","45089849","Essai d'une faune entomologique de l'archipel Indonerlandais,  par S.C. Snellen van Vollenhoven.","10.5962/bhl.title.8504"
"Univerzita Karlova.","135302","271827209","Index seminum in Horto Botanico Universitatis Carolinae Pragensis anno ... collectorum = Seznam semen v Botanické Zahrade University Karlovy v Praze roko ... sbíraných.","10.5962/bhl.title.85628"
"United States.","220709","125071546","Recent studies on virus diseases of apple in the United States and Canada.","10.5962/bhl.title.85782"
"Hovey, William Alfred","142965","164702223","Pressed seaweed specimens","10.5962/bhl.title.86287"
"Görke, Otto","143000","313256669","Beitrag zur funktionellen Gestaltung des Schädels bei anthropomorphen Affen und Menschen.","10.5962/bhl.title.86349"
"Johannsen, O. A.","1858","68544464","Insect notes for 1912 /","10.5962/bhl.title.86547"
"Coquillett, D. W.","7912","244600915","A classification of the mosquitoes of North and Middle America /","10.5962/bhl.title.87519"
"AkademiiaNauk Kazakhskoi_ SSR.","144668","153610712","Index seminum Horti Botanici Almaatensis Academiae Scientiaruim.","10.5962/bhl.title.87596"
"University of Bristol.","144675","137823879","List ... of plants for distribution and exchange during ...","10.5962/bhl.title.87604"
"Sarhan, M. E.","144695","30881880","Economic evaluation of mosquito control and narrow spectrum mosquitocide development in California /","10.5962/bhl.title.87637"
"Snellen, Pieter Cornelius Tobias,","7556","2864182","Lepidoptera /  door P.C.T. Snellen met eene inleidung door Joh. F. Snelleman.","10.5962/bhl.title.8779"
"Bradley, O. Charnock","7269","23571689","The topographical anatomy of the head and neck of the horse ...","10.5962/bhl.title.8928"
"Jameson, William,","7744","","Synopsis plantarum Aequatoriensium, exhibens plantas praecipue in regione temperata et frigida crescentes, secundum systematam naturalem descriptas viribus medicatis et usibus oeconomicis plurimarum adjectis ... Auctore Gulielmo Jameson ...","10.5962/bhl.title.9018"
"Coquillett, D. W.","7912","244600915","Revision of the Tachinidae of America north of Mexico. A family of parasitic two-winged insects. By D. W. Coquillett.","10.5962/bhl.title.9264"
"Meinert, Fr.","7918","29258804","De eucephale myggelarver = Sur les larves euc԰hales de diptԲes : leurs moeurs et leurs metamorphoses / af Fr. Meinert.","10.5962/bhl.title.9269"
"Croke, Alexander,","6995","27460205","Regimen sanitatis salernitanum;a poem on the preservation of health in rhyming Latin verse. Addressed by the school of Salerno to Robert of Normandy, son of William the Conqueror, with an ancient translation:and an introduction by Sir Alexander Croke ...","10.5962/bhl.title.9312"
"Matthews, A.","7704","","Trichopterygia illustrata et descripta : a monograph of the Trichopterygia : by the Rev. A. Matthews ; edited by Philip B. Mason.","10.5962/bhl.title.9346"
"Loeb, Jacques,","1144","7475699","Forced movements, tropisms, and animal conduct.  by Jacques  Loeb.","10.5962/bhl.title.941"
"Bollen, W. B.","145106","281114408","Properties of tree barks in relation to their agricultural utilization /","10.5962/bhl.title.94231"
"Guppy, H. B.","15314","76618376","Plants, seeds, and currents in the West Indies and Azores; the results of investigations carried out in those regions between 1906 and 1914,","10.5962/bhl.title.95480"
"Loew, H.","1965","59854593","Diptera Americae Septentrionalis indigena. Description H. Doew. ","10.5962/bhl.title.9606"
"Jardin des plantes de Nantes.","150886","","Index seminum horti botanici Namnetum.","10.5962/bhl.title.96229"
"Grey, Zane,","15978","120707143","Tales of fishes /","10.5962/bhl.title.96645"
"Fink, Bruce,","4962","272023089","Notes on lichen distribution in the upper Mississippi Valley /","10.5962/bhl.title.97392"
"Howe, Marshall A.","151525","208394420","The Hepaticae and Anthocerotes of California,","10.5962/bhl.title.97396"
"Wallace, Alfred Russel,","1522","19767134","Island life, or, The phenomena and causes of insular faunas and floras : including a revision and attempted solution of the problem of geological climates /","10.5962/bhl.title.98128"
"Fritsch, A.","1188","56677619","Palaeozoische Arachniden.  ","10.5962/bhl.title.983"
"Alexander, Robert R.","152114","43167519","Site indexes for lodgepole pine, with corrections for stand density : instructions for field use /","10.5962/bhl.title.98635"
